iter	Passed	Remaining
162	19543	1179428
163	19669	1179687
164	19800	1180239
165	19909	1179460
166	20033	1179599
167	20150	1179279
168	20290	1180351
169	20401	1179657
170	20526	1179868
171	20647	1179774
172	20787	1180812
173	20895	1179977
174	21009	1179521
175	21131	1179542
176	21256	1179682
177	21371	1179292
178	21528	1181203
179	21648	1181028
180	21771	1181079
181	21899	1181371
182	22032	1181953
183	22147	1181512
184	22267	1181397
185	22396	1181708
186	22533	1182467
187	22641	1181691
188	22761	1181533
189	22884	1181588
190	23018	1182114
191	23152	1182696
192	23283	1183095
193	23395	1182540
194	23512	1182281
195	23648	1182899
196	23767	1182723
197	23875	1181973
198	24008	1182463
199	24128	1182283
200	24250	1182226
201	24370	1182078
202	24497	1182293
203	24630	1182738
204	24759	1183014
205	24883	1183067
206	25035	1184385
207	25153	1184167
208	25307	1185568
209	25434	1185712
210	25576	1186596
211	25680	1185657
212	25826	1186688
213	25949	1186662
214	26092	1187495
215	26207	1187116
216	26323	1186727
217	26451	1186940
218	26584	1187308
219	26700	1186953
220	26838	1187593
221	26952	1187135
222	27071	1186893
223	27177	1186098
224	27290	1185616
225	27407	1185330
226	27533	1185409
227	27652	1185170
228	27768	1184842
229	27898	1185078
230	28027	1185291
231	28151	1185266
232	28306	1186576
233	28419	1186103
234	28539	1185912
235	28662	1185839
236	28797	1186298
237	28910	1185807
238	29041	1186087
239	29163	1185965
240	29280	1185669
241	29383	1184812
242	29515	1185104
243	29635	1184932
244	29753	1184686
245	29876	1184600
246	30016	1185210
247	30133	1184934
248	30247	1184526
249	30374	1184600
250	30503	1184782
251	30609	1184060
252	30727	1183803
253	30854	1183900
254	31006	1184924
255	31134	1185069
256	31270	1185465
257	31408	1185966
258	31567	1187247
259	31683	1186897
260	31824	1187506
261	31945	1187348
262	32067	1187225
263	32188	1187088
264	32318	1187236
265	32443	1187219
266	32569	1187274
267	32698	1187398
268	32831	1187685
269	32942	1187153
270	33040	1186177
271	33172	1186421
272	33305	1186682
273	33414	1186108
274	33522	1185476
275	33655	1185743
276	33786	1185928
277	33894	1185318
278	33992	1184387
279	34123	1184572
280	34262	1185060
281	34358	1184038
282	34478	1183832
283	34606	1183933
284	34726	1183735
285	34851	1183744
286	34992	1184259
287	35102	1183737
288	35238	1184090
289	35354	1183763
290	35490	1184121
291	35616	1184125
292	35750	1184404
293	35964	1187307
294	36172	1190026
295	36301	1190089
296	36439	1190470
297	36557	1190203
298	36695	1190582
299	36807	1190095
300	36918	1189599
301	37054	1189912
302	37188	1190146
303	37321	1190363
304	37465	1190918
305	37594	1190981
306	37747	1191806
307	37863	1191472
308	37991	1191511
309	38106	1191145
310	38214	1190559
311	38332	1190283
312	38473	1190705
313	38595	1190547
314	38728	1190749
315	38849	1190554
316	38992	1191062
317	39134	1191516
318	39274	1191913
319	39436	1192966
320	39604	1194174
321	39735	1194287
322	39907	1195624
323	40038	1195730
324	40145	1195108
325	40290	1195613
326	40424	1195792
327	40553	1195837
328	40681	1195827
329	40786	1195173
330	40885	1194339
331	41005	1194094
332	41096	1193042
333	41223	1193007
334	41358	1193218
335	41477	1192972
336	41612	1193190
337	41720	1192605
338	41840	1192379
339	41956	1192058
340	42079	1191917
341	42209	1191995
342	42336	1191953
343	42467	1192054
344	42590	1191909
345	42722	1192025
346	42846	1191935
347	42973	1191886
348	43079	1191276
349	43207	1191295
350	43315	1190756
351	43429	1190371
352	43552	1190227
353	43666	1189838
354	43782	1189531
355	43910	1189542
356	44063	1190204
357	44177	1189826
358	44309	1189934
359	44430	1189754
360	44577	1190249
361	44698	1190068
362	44820	1189915
363	44931	1189456
364	45043	1189014
365	45168	1188948
366	45282	1188584
367	45398	1188260
368	45511	1187854
369	45634	1187738
370	45738	1187098
371	45893	1187804
372	46030	1188043
373	46159	1188050
374	46279	1187852
375	46418	1188117
376	46554	1188320
377	46670	1188011
378	46788	1187742
379	46911	1187598
380	47042	1187668
381	47163	1187472
382	47275	1187078
383	47397	1186901
384	47513	1186596
385	47630	1186321
386	47737	1185777
387	47864	1185745
388	47988	1185645
389	48121	1185754
390	48262	1186064
391	48373	1185640
392	48491	1185399
393	48633	1185721
394	48777	1186087
395	48893	1185789
396	49012	1185551
397	49132	1185348
398	49245	1184972
399	49380	1185137
400	49491	1184707
401	49604	1184344
402	49725	1184151
403	49850	1184077
404	49972	1183905
405	50103	1183965
406	50285	1185222
407	50411	1185171
408	50551	1185415
409	50666	1185093
410	50796	1185136
411	50923	1185081
412	51058	1185221
413	51187	1185227
414	51308	1185050
415	51436	1185028
416	51544	1184524
417	51665	1184341
418	51776	1183928
419	51901	1183851
420	52017	1183552
421	52157	1183801
422	52278	1183610
423	52402	1183508
424	52519	1183229
425	52649	1183245
426	52772	1183112
427	52888	1182834
428	52995	1182330
429	53122	1182283
430	53243	1182100
431	53356	1181743
432	53492	1181900
433	53622	1181914
434	53740	1181663
435	53850	1181257
436	53971	1181068
437	54112	1181335
438	54255	1181626
439	54389	1181745
440	54532	1182031
441	54651	1181807
442	54779	1181775
443	54901	1181622
444	55012	1181213
445	55135	1181080
446	55251	1180801
447	55369	1180565
448	55485	1180273
449	55602	1180003
450	55715	1179669
451	55849	1179767
452	55979	1179764
453	56089	1179358
454	56214	1179261
455	56343	1179250
456	56490	1179629
457	56612	1179461
458	56748	1179610
459	56991	1181961
460	57151	1182574
461	57272	1182397
462	57382	1181978
463	57504	1181814
464	57627	1181672
465	57743	1181388
466	57861	1181145
467	58007	1181469
468	58150	1181735
469	58288	1181889
470	58408	1181692
471	58533	1181581
472	58664	1181599
473	58799	1181687
474	58914	1181399
475	59019	1180879
476	59158	1181068
477	59277	1180839
478	59391	1180508
479	59507	1180233
480	59632	1180130
481	59748	1179856
482	59895	1180180
483	60016	1179990
484	60175	1180564
485	60360	1181630
486	60490	1181608
487	60623	1181654
488	60751	1181608
489	60869	1181371
490	60991	1181199
491	61104	1180865
492	61223	1180625
493	61350	1180569
494	61480	1180542
495	61594	1180225
496	61711	1179971
497	61823	1179608
498	61950	1179536
499	62077	1179467
500	62197	1179269
501	62314	1179008
502	62433	1178796
503	62563	1178778
504	62687	1178655
505	62803	1178381
506	62928	1178258
507	63055	1178186
508	63183	1178137
509	63303	1177938
510	63441	1178082
511	63598	1178562
512	63718	1178354
513	63851	1178387
514	63976	1178285
515	64090	1177971
516	64234	1178216
517	64357	1178072
518	64466	1177659
519	64575	1177261
520	64707	1177273
521	64819	1176926
522	64960	1177107
523	65113	1177507
524	65228	1177217
525	65353	1177099
526	65488	1177175
527	65607	1176963
528	65729	1176802
529	65843	1176480
530	65978	1176558
531	66086	1176134
532	66221	1176214
533	66340	1175989
534	66460	1175798
535	66572	1175446
536	66697	1175339
537	66811	1175032
538	66941	1175010
539	67080	1175144
540	67210	1175135
541	67365	1175545
542	67489	1175404
543	67631	1175593
544	67755	1175460
545	67874	1175250
546	67996	1175090
547	68108	1174751
548	68233	1174634
549	68346	1174324
550	68472	1174215
551	68583	1173862
552	68705	1173700
553	68815	1173348
554	68956	1173500
555	69077	1173326
556	69202	1173211
557	69318	1172941
558	69463	1173178
559	69607	1173381
560	69721	1173079
561	69845	1172959
562	69966	1172771
563	70070	1172307
564	70194	1172192
565	70315	1172013
566	70451	1172084
567	70571	1171879
568	70691	1171693
569	70797	1171271
570	70936	1171377
571	71073	1171471
572	71197	1171334
573	71330	1171361
574	71472	1171521
575	71608	1171589
576	71739	1171586
577	71858	1171370
578	71978	1171178
579	72096	1170948
580	72231	1170991
581	72356	1170890
582	72473	1170647
583	72585	1170309
584	72709	1170187
585	72823	1169905
586	72974	1170197
587	73137	1170692
588	73246	1170330
589	73356	1169975
590	73502	1170190
591	73638	1170249
592	73771	1170268
593	73884	1169969
594	74017	1169969
595	74130	1169664
596	74260	1169630
597	74368	1169255
598	74498	1169214
599	74611	1168907
600	74732	1168735
601	74837	1168317
602	74989	1168625
603	75139	1168891
604	75258	1168680
605	75378	1168485
606	75525	1168711
607	75664	1168815
608	75789	1168700
609	75900	1168373
610	76026	1168273
611	76156	1168223
612	76270	1167945
613	76372	1167473
614	76524	1167772
615	76646	1167609
616	76757	1167290
617	76875	1167067
618	77014	1167167
619	77142	1167096
620	77285	1167253
621	77415	1167213
622	77542	1167121
623	77691	1167357
624	77912	1168683
625	78102	1169546
626	78258	1169887
627	78371	1169586
628	78470	1169068
629	78614	1169227
630	78735	1169056
631	78856	1168874
632	78992	1168909
633	79123	1168887
634	79252	1168819
635	79400	1169040
636	79516	1168775
637	79664	1168994
638	79807	1169131
639	79919	1168827
640	80036	1168578
641	80158	1168419
642	80271	1168122
643	80407	1168159
644	80527	1167962
645	80645	1167742
646	80755	1167391
647	80889	1167409
648	81022	1167393
649	81144	1167233
650	81266	1167073
651	81413	1167254
652	81546	1167248
653	81671	1167134
654	81794	1166979
655	81925	1166943
656	82045	1166744
657	82177	1166715
658	82288	1166395
659	82416	1166322
660	82527	1165992
661	82654	1165908
662	82773	1165694
663	82913	1165786
664	83055	1165895
665	83176	1165717
666	83307	1165686
667	83435	1165601
668	83567	1165575
669	83699	1165547
670	83824	1165429
671	83959	1165434
672	84067	1165083
673	84195	1165001
674	84301	1164611
675	84432	1164567
676	84544	1164272
677	84674	1164216
678	84795	1164028
679	84922	1163936
680	85040	1163714
681	85182	1163830
682	85318	1163853
683	85449	1163808
684	85577	1163733
685	85709	1163699
686	85821	1163393
687	85957	1163422
688	86069	1163118
689	86200	1163076
690	86333	1163072
691	86460	1162963
692	86573	1162682
693	86700	1162585
694	86817	1162357
695	86959	1162463
696	87098	1162523
697	87222	1162385
698	87345	1162234
699	87489	1162354
700	87610	1162186
701	87762	1162411
702	87879	1162178
703	88002	1162029
704	88146	1162153
705	88271	1162031
706	88380	1161692
707	88516	1161717
708	88648	1161682
709	88791	1161798
710	88927	1161812
711	89049	1161649
712	89177	1161552
713	89318	1161644
714	89450	1161610
715	89578	1161517
716	89709	1161472
717	89840	1161418
718	89957	1161191
719	90081	1161044
720	90199	1160827
721	90329	1160767
722	90456	1160672
723	90581	1160541
724	90684	1160141
725	90821	1160161
726	90946	1160034
727	91081	1160034
728	91212	1159989
729	91351	1160042
730	91517	1160430
731	91645	1160342
732	91767	1160176
733	91906	1160231
734	92046	1160285
735	92184	1160322
736	92304	1160136
737	92451	1160276
738	92576	1160147
739	92713	1160172
740	92840	1160062
741	92973	1160037
742	93089	1159792
743	93220	1159748
744	93338	1159527
745	93466	1159439
746	93581	1159187
747	93713	1159139
748	93836	1158992
749	93972	1158993
750	94108	1159003
751	94245	1159013
752	94387	1159094
753	94517	1159036
754	94640	1158881
755	94780	1158935
756	94911	1158872
757	95057	1158995
758	95191	1158979
759	95328	1158996
760	95456	1158894
761	95591	1158893
762	95730	1158932
763	95941	1159840
764	96089	1159988
765	96227	1160000
766	96356	1159916
767	96499	1159999
768	96637	1160023
769	96761	1159885
770	96896	1159865
771	97010	1159606
772	97143	1159561
773	97249	1159205
774	97381	1159150
775	97514	1159112
776	97646	1159070
777	97763	1158833
778	97897	1158806
779	98038	1158867
780	98172	1158834
781	98305	1158801
782	98441	1158796
783	98566	1158657
784	98713	1158786
785	99006	1160622
786	99128	1160441
787	99259	1160374
788	99396	1160379
789	99516	1160188
790	99658	1160246
791	99798	1160289
792	99930	1160223
793	100042	1159935
794	100172	1159863
795	100292	1159665
796	100441	1159801
797	100553	1159519
798	100690	1159520
799	100819	1159420
800	100950	1159355
801	101075	1159213
802	101220	1159306
803	101345	1159175
804	101501	1159390
805	101634	1159343
806	101773	1159363
807	101907	1159320
808	102043	1159306
809	102185	1159358
810	102317	1159302
811	102449	1159245
812	102588	1159264
813	102729	1159298
814	102880	1159457
815	103038	1159686
816	103165	1159575
817	103293	1159468
818	103437	1159532
819	103577	1159562
820	103711	1159518
821	103834	1159360
822	103998	1159651
823	104189	1160247
824	104360	1160619
825	104551	1161201
826	104756	1161952
827	104946	1162526
828	105121	1162932
829	105281	1163168
830	105454	1163553
831	105603	1163665
832	105773	1164019
833	105920	1164105
834	106067	1164201
835	106228	1164441
836	106394	1164751
837	106541	1164835
838	106699	1165052
839	106851	1165190
840	107016	1165477
841	107167	1165609
842	107353	1166120
843	107490	1166093
844	107657	1166398
845	107803	1166465
846	107957	1166624
847	108112	1166797
848	108274	1167039
849	108408	1166989
850	108575	1167287
851	108727	1167412
852	108882	1167586
853	109034	1167713
854	109187	1167856
855	109333	1167926
856	109492	1168132
857	109641	1168235
858	109819	1168639
859	109964	1168688
860	110124	1168905
861	110279	1169065
862	110444	1169330
863	110604	1169544
864	110771	1169819
865	110908	1169792
866	111061	1169925
867	111229	1170218
868	111400	1170535
869	111565	1170792
870	111725	1171001
871	111882	1171171
872	112054	1171504
873	112205	1171605
874	112370	1171864
875	112524	1172003
876	112668	1172032
877	112820	1172152
878	112979	1172343
879	113127	1172411
880	113272	1172458
881	113435	1172679
882	113584	1172766
883	113736	1172880
884	113903	1173142
885	114046	1173160
886	114193	1173222
887	114354	1173425
888	114540	1173874
889	114682	1173882
890	114843	1174088
891	114993	1174172
892	115151	1174342
893	115306	1174474
894	115469	1174688
895	115641	1174998
896	115809	1175268
897	115953	1175290
898	116114	1175486
899	116269	1175613
900	116425	1175759
901	116579	1175876
902	116737	1176038
903	116912	1176369
904	117080	1176627
905	117220	1176600
906	117376	1176737
907	117525	1176806
908	117689	1177020
909	117843	1177142
910	118010	1177379
911	118182	1177676
912	118355	1177980
913	118497	1177974
914	118665	1178229
915	118809	1178232
916	118966	1178382
917	119123	1178515
918	119276	1178620
919	119438	1178809
920	119610	1179096
921	119892	1180459
922	120151	1181597
923	120319	1181844
924	120496	1182169
925	120659	1182362
926	120826	1182591
927	120966	1182555
928	121111	1182561
929	121280	1182809
930	121454	1183100
931	121620	1183320
932	121790	1183572
933	121945	1183682
934	122098	1183772
935	122262	1183959
936	122438	1184266
937	122582	1184265
938	122737	1184371
939	122897	1184523
940	123058	1184685
941	123207	1184722
942	123376	1184968
943	123536	1185111
944	123699	1185294
945	123848	1185330
946	124013	1185525
947	124170	1185642
948	124345	1185933
949	124502	1186049
950	124667	1186240
951	124816	1186281
952	124974	1186401
953	125129	1186499
954	125297	1186720
955	125536	1187605
956	125717	1187945
957	125878	1188088
958	126024	1188100
959	126205	1188439
960	126351	1188444
961	126512	1188585
962	126670	1188707
963	126837	1188901
964	126986	1188934
965	127169	1189285
966	127314	1189278
967	127471	1189386
968	127637	1189569
969	127818	1189900
970	127963	1189891
971	128134	1190119
972	128281	1190131
973	128436	1190215
974	128606	1190438
975	128766	1190566
976	128916	1190595
977	129079	1190755
978	129246	1190942
979	129408	1191086
980	129557	1191105
981	129708	1191153
982	129870	1191296
983	130024	1191364
984	130183	1191478
985	130349	1191650
986	130505	1191742
987	130688	1192070
988	130840	1192113
989	130981	1192064
990	131141	1192186
991	131301	1192303
992	131455	1192366
993	131619	1192524
994	131785	1192689
995	131975	1193080
996	132130	1193145
997	132285	1193222
998	132439	1193284
999	132608	1193473
1000	132748	1193411
1001	132911	1193549
1002	133066	1193617
1003	133232	1193785
1004	133386	1193844
1005	133544	1193931
1006	133709	1194088
1007	133865	1194162
1008	134021	1194243
1009	134197	1194486
1010	134347	1194505
1011	134501	1194563
1012	134664	1194694
1013	134833	1194888
1014	134984	1194911
1015	135150	1195069
1016	135308	1195156
1017	135468	1195263
1018	135622	1195317
1019	135784	1195436
1020	135946	1195559
1021	136108	1195676
1022	136260	1195712
1023	136421	1195815
1024	136572	1195839
1025	136738	1195997
1026	136894	1196061
1027	137053	1196152
1028	137211	1196236
1029	137370	1196322
1030	137529	1196415
1031	137696	1196571
1032	137848	1196602
1033	138005	1196668
1034	138168	1196789
1035	138335	1196947
1036	138496	1197054
1037	138665	1197222
1038	138816	1197239
1039	138967	1197258
1040	139138	1197445
1041	139308	1197622
1042	139455	1197609
1043	139625	1197783
1044	139790	1197917
1045	139960	1198093
1046	140112	1198113
1047	140271	1198196
1048	140425	1198232
1049	140577	1198255
1050	140893	1199670
1051	141163	1200693
1052	141334	1200870
1053	141510	1201095
1054	141668	1201161
1055	141832	1201281
1056	141986	1201312
1057	142150	1201426
1058	142318	1201579
1059	142480	1201676
1060	142634	1201706
1061	142791	1201758
1062	142948	1201820
1063	143108	1201896
1064	143274	1202022
1065	143437	1202134
1066	143594	1202181
1067	143759	1202302
1068	143925	1202427
1069	144080	1202464
1070	144243	1202570
1071	144423	1202812
1072	144589	1202934
1073	144755	1203059
1074	144903	1203034
1075	145082	1203267
1076	145250	1203406
1077	145441	1203737
1078	145594	1203755
1079	145761	1203880
1080	145923	1203972
1081	146085	1204059
1082	146241	1204093
1083	146410	1204237
1084	146574	1204342
1085	146751	1204553
1086	146899	1204523
1087	147062	1204617
1088	147231	1204756
1089	147396	1204867
1090	147552	1204898
1091	147705	1204912
1092	147876	1205065
1093	148066	1205376
1094	148220	1205387
1095	148398	1205601
1096	148563	1205710
1097	148736	1205879
1098	148892	1205908
1099	149060	1206031
1100	149217	1206070
1101	149370	1206079
1102	149536	1206184
1103	149692	1206217
1104	149859	1206337
1105	150037	1206537
1106	150195	1206582
1107	150375	1206800
1108	150530	1206826
1109	150682	1206816
1110	150865	1207057
1111	151040	1207237
1112	151190	1207217
1113	151366	1207397
1114	151529	1207481
1115	151705	1207665
1116	151879	1207827
1117	152046	1207942
1118	152203	1207970
1119	152357	1207978
1120	152524	1208088
1121	152701	1208275
1122	152855	1208278
1123	153005	1208250
1124	153165	1208306
1125	153317	1208292
1126	153486	1208417
1127	153658	1208560
1128	153806	1208517
1129	153961	1208527
1130	154121	1208580
1131	154287	1208680
1132	154448	1208731
1133	154620	1208874
1134	154777	1208904
1135	154944	1209007
1136	155097	1208994
1137	155257	1209040
1138	155421	1209122
1139	155584	1209194
1140	155741	1209217
1141	155916	1209378
1142	156075	1209415
1143	156249	1209566
1144	156404	1209570
1145	156570	1209665
1146	156738	1209771
1147	156932	1210072
1148	157082	1210041
1149	157240	1210066
1150	157403	1210132
1151	157569	1210221
1152	157734	1210298
1153	157906	1210435
1154	158060	1210425
1155	158216	1210435
1156	158385	1210550
1157	158560	1210700
1158	158711	1210673
1159	158873	1210724
1160	159040	1210817
1161	159206	1210903
1162	159365	1210928
1163	159521	1210940
1164	159686	1211015
1165	159859	1211150
1166	160019	1211181
1167	160181	1211236
1168	160355	1211379
1169	160535	1211561
1170	160705	1211674
1171	160867	1211721
1172	161046	1211901
1173	161212	1211978
1174	161368	1211977
1175	161537	1212080
1176	161848	1213247
1177	162140	1214265
1178	162310	1214370
1179	162484	1214505
1180	162648	1214561
1181	162815	1214641
1182	162988	1214765
1183	163163	1214907
1184	163314	1214868
1185	163466	1214832
1186	163630	1214888
1187	163787	1214893
1188	163960	1215015
1189	164120	1215041
1190	164287	1215120
1191	164452	1215186
1192	164610	1215194
1193	164777	1215267
1194	164952	1215399
1195	165128	1215547
1196	165267	1215413
1197	165425	1215421
1198	165598	1215541
1199	165756	1215550
1200	165914	1215554
1201	166069	1215543
1202	166237	1215617
1203	166404	1215689
1204	166564	1215716
1205	166739	1215845
1206	166907	1215919
1207	167072	1215974
1208	167241	1216060
1209	167407	1216126
1210	167570	1216168
1211	167736	1216230
1212	167909	1216338
1213	168072	1216380
1214	168232	1216398
1215	168375	1216292
1216	168540	1216344
1217	168719	1216497
1218	168879	1216517
1219	169040	1216534
1220	169199	1216549
1221	169352	1216509
1222	169519	1216578
1223	169697	1216720
1224	169859	1216748
1225	170030	1216843
1226	170198	1216910
1227	170368	1216994
1228	170519	1216946
1229	170680	1216963
1230	170841	1216986
1231	171020	1217129
1232	171196	1217255
1233	171371	1217377
1234	171544	1217477
1235	171714	1217561
1236	171874	1217568
1237	172046	1217667
1238	172231	1217851
1239	172397	1217907
1240	172552	1217880
1241	172704	1217830
1242	172891	1218030
1243	173058	1218085
1244	173222	1218121
1245	173389	1218177
1246	173548	1218180
1247	173729	1218331
1248	173884	1218301
1249	174064	1218453
1250	174234	1218525
1251	174409	1218636
1252	174571	1218654
1253	174726	1218629
1254	174894	1218687
1255	175045	1218626
1256	175210	1218669
1257	175388	1218796
1258	175554	1218842
1259	175723	1218904
1260	175889	1218955
1261	176061	1219040
1262	176222	1219044
1263	176387	1219081
1264	176558	1219163
1265	176718	1219165
1266	176875	1219145
1267	177047	1219223
1268	177223	1219335
1269	177392	1219395
1270	177558	1219441
1271	177731	1219525
1272	177915	1219694
1273	178094	1219818
1274	178256	1219834
1275	178415	1219826
1276	178588	1219910
1277	178758	1219975
1278	178922	1220003
1279	179091	1220062
1280	179258	1220102
1281	179424	1220139
1282	179609	1220305
1283	179784	1220409
1284	179933	1220329
1285	180135	1220606
1286	180336	1220881
1287	180502	1220917
1288	180713	1221249
1289	180959	1221826
1290	181134	1221918
1291	181310	1222023
1292	181469	1222009
1293	181646	1222115
1294	181826	1222237
1295	181991	1222262
1296	182165	1222348
1297	182330	1222369
1298	182505	1222466
1299	182847	1223671
1300	183019	1223741
1301	183183	1223756
1302	183352	1223806
1303	183506	1223752
1304	183681	1223836
1305	183851	1223891
1306	184033	1224026
1307	184208	1224111
1308	184378	1224168
1309	184548	1224218
1310	184715	1224254
1311	184882	1224282
1312	185053	1224343
1313	185207	1224287
1314	185382	1224371
1315	185544	1224366
1316	185723	1224479
1317	185909	1224632
1318	186070	1224621
1319	186235	1224642
1320	186409	1224716
1321	186577	1224747
1322	186740	1224750
1323	186903	1224753
1324	187069	1224773
1325	187223	1224717
1326	187398	1224798
1327	187563	1224812
1328	187729	1224834
1329	187905	1224918
1330	188074	1224955
1331	188241	1224985
1332	188408	1225006
1333	188578	1225052
1334	188747	1225089
1335	188924	1225181
1336	189086	1225170
1337	189252	1225187
1338	189421	1225224
1339	189582	1225213
1340	189762	1225322
1341	189937	1225392
1342	190102	1225402
1343	190256	1225340
1344	190448	1225522
1345	190623	1225601
1346	190782	1225565
1347	190935	1225498
1348	191111	1225580
1349	191282	1225622
1350	191439	1225578
1351	191616	1225667
1352	191781	1225671
1353	191952	1225715
1354	192115	1225712
1355	192269	1225646
1356	192433	1225646
1357	192606	1225702
1358	192780	1225764
1359	192950	1225802
1360	193118	1225828
1361	193279	1225805
1362	193448	1225836
1363	193615	1225852
1364	193776	1225833
1365	193943	1225847
1366	194114	1225886
1367	194280	1225897
1368	194467	1226043
1369	194639	1226088
1370	194798	1226053
1371	194967	1226076
1372	195141	1226135
1373	195311	1226171
1374	195474	1226157
1375	195639	1226161
1376	195807	1226179
1377	195973	1226182
1378	196129	1226126
1379	196296	1226141
1380	196468	1226183
1381	196636	1226201
1382	196794	1226156
1383	196960	1226167
1384	197133	1226214
1385	197318	1226332
1386	197470	1226251
1387	197639	1226276
1388	197816	1226349
1389	197995	1226432
1390	198160	1226430
1391	198311	1226337
1392	198491	1226428
1393	198675	1226541
1394	198833	1226495
1395	199013	1226582
1396	199183	1226613
1397	199358	1226667
1398	199537	1226751
1399	199697	1226711
1400	199877	1226798
1401	200046	1226821
1402	200214	1226831
1403	200369	1226765
1404	200568	1226964
1405	200745	1227029
1406	200904	1226990
1407	201061	1226933
1408	201213	1226844
1409	201445	1227243
1410	201626	1227335
1411	201803	1227400
1412	201960	1227344
1413	202133	1227384
1414	202306	1227421
1415	202482	1227479
1416	202663	1227563
1417	202838	1227616
1418	203012	1227662
1419	203185	1227697
1420	203354	1227711
1421	203512	1227656
1422	203854	1228715
1423	204079	1229060
1424	204247	1229067
1425	204443	1229241
1426	204615	1229267
1427	204784	1229282
1428	204952	1229286
1429	205124	1229314
1430	205287	1229284
1431	205442	1229209
1432	205616	1229250
1433	205790	1229289
1434	205965	1229333
1435	206134	1229344
1436	206303	1229349
1437	206492	1229477
1438	206664	1229501
1439	206832	1229502
1440	207006	1229542
1441	207170	1229518
1442	207343	1229547
1443	207516	1229580
1444	207683	1229575
1445	207864	1229650
1446	208039	1229691
1447	208207	1229690
1448	208377	1229701
1449	208546	1229705
1450	208720	1229741
1451	208891	1229754
1452	209052	1229709
1453	209218	1229700
1454	209393	1229736
1455	209554	1229692
1456	209739	1229788
1457	209906	1229779
1458	210083	1229830
1459	210259	1229874
1460	210422	1229838
1461	210586	1229815
1462	210767	1229883
1463	210953	1229982
1464	211121	1229982
1465	211286	1229956
1466	211464	1230009
1467	211630	1229995
1468	211805	1230030
1469	211973	1230020
1470	212142	1230023
1471	212312	1230029
1472	212491	1230087
1473	212658	1230072
1474	212825	1230056
1475	212972	1229931
1476	213149	1229974
1477	213319	1229977
1478	213490	1229989
1479	213652	1229946
1480	213798	1229810
1481	213977	1229866
1482	214156	1229922
1483	214341	1230007
1484	214521	1230069
1485	214708	1230167
1486	214877	1230162
1487	215057	1230220
1488	215229	1230235
1489	215402	1230250
1490	215580	1230299
1491	215744	1230263
1492	215924	1230319
1493	216097	1230335
1494	216270	1230353
1495	216433	1230314
1496	216610	1230355
1497	216782	1230366
