iter	Logloss
0	0.5106196252
1	0.3945085552
2	0.3039923753
3	0.2452713007
4	0.2063950425
5	0.1765509232
6	0.154269425
7	0.1366188403
8	0.1219198854
9	0.1124500557
10	0.1030830358
11	0.09585784752
12	0.08853201112
13	0.08433751939
14	0.07965200717
15	0.07651989894
16	0.07447235144
17	0.0720175009
18	0.06939609822
19	0.06642246041
20	0.06404850105
21	0.06145020142
22	0.05831122473
23	0.05594174102
24	0.05468261922
25	0.05345849871
26	0.05231753264
27	0.05077609279
28	0.048840863
29	0.04769176392
30	0.04641004357
31	0.04515240551
32	0.04403960026
33	0.04306216383
34	0.04190096953
35	0.04098289099
36	0.03989941241
37	0.03919273455
38	0.03867834945
39	0.03798828066
40	0.03734684816
41	0.03640110534
42	0.03544000096
43	0.03476921466
44	0.03384454544
45	0.03318587058
46	0.03247620194
47	0.03189640918
48	0.031131503
49	0.03038943665
50	0.0299705394
51	0.02928750474
52	0.02869040018
53	0.02803505741
54	0.02725166472
55	0.02697100947
56	0.02635979446
57	0.02576701389
58	0.02517086024
59	0.02481945591
60	0.02428340439
61	0.02386696039
62	0.02336120953
63	0.02275013979
64	0.02242082452
65	0.02197528019
66	0.02165516399
67	0.02124738691
68	0.0207338372
69	0.02055602729
70	0.02011164186
71	0.01974073015
72	0.01940651098
73	0.01910044329
74	0.01889032032
75	0.01851194157
76	0.0182693058
77	0.01775651118
78	0.01751898133
79	0.01722700293
80	0.01692766728
81	0.01664766822
82	0.01655381852
83	0.01619384567
84	0.0159604232
85	0.01572902139
86	0.01544537874
87	0.01510654279
88	0.01472585474
89	0.01446824402
90	0.01422374931
91	0.01398495343
92	0.01381321931
93	0.01352189409
94	0.01340199525
95	0.0132041211
96	0.01294386761
97	0.01273801443
98	0.01259693003
99	0.01243573031
100	0.01229135313
101	0.01213509474
102	0.01202164129
103	0.01191959899
104	0.01180205488
105	0.01169709958
106	0.01148172198
107	0.01133347164
108	0.0112674721
109	0.01113762432
110	0.01108383062
111	0.01086597995
112	0.01081092628
113	0.01068251471
114	0.01054292981
115	0.01042163955
116	0.01024592188
117	0.01013181184
118	0.009997188218
119	0.009826633576
120	0.009700169944
121	0.009636474601
122	0.009534508688
123	0.009295025164
124	0.009200969529
125	0.009148407347
126	0.009088372519
127	0.009006611435
128	0.008869137848
129	0.008825419445
130	0.008711499733
131	0.008525066708
132	0.008445767081
133	0.008394696942
134	0.008296048177
135	0.008131521397
136	0.008095239519
137	0.008015728335
138	0.007890177196
139	0.007784401371
140	0.00772738833
141	0.007661527902
142	0.007602309642
143	0.007508463429
144	0.007478802445
145	0.007356695467
146	0.007315254577
147	0.00728435494
148	0.007178571735
149	0.007038915428
150	0.006995065281
151	0.006940466894
152	0.006897627214
153	0.006846074324
154	0.006726030392
155	0.006688695551
156	0.006638618974
157	0.006566716252
158	0.006497143002
159	0.006410527862
160	0.006346808601
161	0.006283636817
162	0.006240396884
163	0.006208307506
164	0.006188785942
165	0.006147884494
166	0.006054942554
167	0.006032193483
168	0.005939374792
169	0.005865677628
170	0.005822596439
171	0.005766027835
172	0.005676794595
173	0.005624125801
174	0.005582199772
175	0.005517855408
176	0.005451411367
177	0.005392394658
178	0.005317051807
179	0.005279567205
180	0.005240612962
181	0.005204252194
182	0.005160676961
183	0.005128956463
184	0.005090024602
185	0.005061386871
186	0.005050052286
187	0.00501804315
188	0.004927537294
189	0.004869504674
190	0.004812934466
191	0.004780322526
192	0.004749199299
193	0.004703478571
194	0.004652304387
195	0.004612437626
196	0.004584851603
197	0.004564747248
198	0.004508540236
199	0.004481258699
200	0.004457230814
201	0.004416540228
202	0.004378881864
203	0.004360880539
204	0.004345354273
205	0.00432085179
206	0.004256145642
207	0.004220738687
208	0.004195667968
209	0.00417391343
210	0.004145704248
211	0.004136856709
212	0.004095529216
213	0.004059613159
214	0.004042738378
215	0.004006204156
216	0.003976008182
217	0.003939170597
218	0.003914682337
219	0.003891302986
220	0.00387973598
221	0.003872805453
222	0.003821755099
223	0.003791083425
224	0.003771202295
225	0.003762135109
226	0.00373885151
227	0.003716482639
228	0.003707762767
229	0.003674179925
230	0.003621876898
231	0.003588287953
232	0.003581803398
233	0.003574831392
234	0.003543477973
235	0.003503735007
236	0.003493490146
237	0.003469044984
238	0.003447631538
239	0.003413472657
240	0.003383885833
241	0.003365898646
242	0.003349470475
243	0.003347442029
244	0.003320756766
245	0.003301370259
246	0.003284811497
247	0.003275785444
248	0.003260716068
249	0.003229619132
250	0.003226065056
251	0.003215395361
252	0.003192612767
253	0.003172829929
254	0.003146971052
255	0.003132055553
256	0.00309749177
257	0.003076910454
258	0.003053167104
259	0.003016998344
260	0.00300195601
261	0.00298648979
262	0.002937446608
263	0.002929087496
264	0.00291515279
265	0.002868908376
266	0.002863737123
